발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,경도,위도,발생분,부상자수,CCTV설치유무,보호구역지정일
2021,2021-07-31 6:00,주,토,1,,0,0,0,인천,강화군,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로내,_,화물차_,_,보행자_,126.491214,37.74138754,,0.0,없음,20190331
2021,2021-11-17 6:00,주,수,1,,0,0,0,인천,강화군,차대사람,차도통행중,차도통행중,,_안전운전 의무 불이행,단일로,지하차도(도로)내,_,화물차_,_,보행자_,126.4910308,37.74126069,,0.0,없음,20190331
2018,2018-10-06 3:28,야,토,1,1.0,0,0,0,인천,부평구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,교량위,화물차_,화물차_,승용차_,승용차_,126.7513612,37.52348448,,,없음,20190331
2015,2015-03-26 5:10,야,목,1,1.0,0,0,0,인천,부평구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승합차_,대형_,보행자_,보행자_,126.7039702,37.51462084,,,없음,20190331
2017,2017-07-25 6:00,주간,화,1,1.0,0,0,0,인천,남구,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범_,단일로,기타단일로,_기타,_기타,_승용차,_승용차,126.6416053,37.45680459,40.0,,있음,20190331
2018,2018-03-03 15:50,주,토,1,4.0,0,2,1,인천,남구,차대차,정면충돌,정면충돌,운전자법규위반,신호위반_,교차로,교차로내,승합차_,승합차_,승용차_,승용차_,126.6383603,37.46074689,,,있음,20190331
2017,2017-10-24 16:00,주간,화,1,1.0,0,0,0,인천,남구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_화물차,_화물차,_보행자,_보행자,126.6825184,37.43655291,45.0,,있음,20190331
2021,2021-11-23 9:00,주,화,1,,1,0,0,인천,미추홀구,차대차,추돌,추돌,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,승용차_,126.6804803,37.43479919,,1.0,있음,20190331
2020,2020-08-07 09,주,금,1,,0,0,0,인천,미추홀구,차대사람,차도통행중,차도통행중,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,보행자_,126.6747026,37.45861773,,0.0,없음,20190331
2022,2022-01-02 21:00,야,일,1,,0,0,0,인천,미추홀구,차대사람,차도통행중,차도통행중,,_기타,단일로,기타단일로,_,승용차_,_,보행자_,126.6774716,37.45872717,,0.0,없음,20190331
2019,2019-02-08 15,주,금,1,,0,0,0,인천,미추홀구,차대차,측면충돌,측면충돌,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,승용차_,126.6663839,37.46647316,,0.0,없음,20190331
2019,2019-10-16 14,주,수,1,,0,0,0,인천,미추홀구,차대사람,기타,기타,,_안전운전 의무 불이행,교차로,교차로횡단보도내,_,화물차_,_,보행자_,126.6634446,37.4653888,,0.0,없음,20190331
2020,2020-02-25 14,주,화,1,,0,0,0,인천,미추홀구,차대차,측면충돌,측면충돌,,_안전운전 의무 불이행,단일로,기타단일로,_,승합차_,_,자전거_,126.6648162,37.46509205,,0.0,없음,20190331
2022,2022-10-29 20:00,야,토,1,,0,0,0,인천,미추홀구,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,126.666234,37.46470547,,0.0,없음,20190331
2021,2021-03-05 11:00,주,금,1,,0,1,0,인천,부평구,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로내,_,승합차_,_,보행자_,126.7357437,37.49799358,,1.0,있음,20190331
2015,2015-04-08 2:50,야,수,1,3.0,0,2,0,인천,남구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반_,교차로,교차로내,승용차_,중형_,이륜차_,중형_,126.649992,37.46504944,,,없음,20190331
2018,2018-12-24 4:50,야,월,1,1.0,0,0,0,인천,남구,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반_,교차로,교차로횡단보도내,승합차_,승합차_,보행자_,보행자_,126.65024,37.46511431,,,없음,20190331
2022,2022-10-31 23:00,야,월,1,,0,0,0,인천,미추홀구,차대차,측면충돌,측면충돌,,_신호위반,교차로,교차로내,_,승용차_,_,이륜차_,126.6473488,37.46181259,,0.0,없음,20190331
2019,2019-09-12 23,야,목,1,,0,0,0,인천,연수구,차대차,측면충돌,측면충돌,,_교차로 통행방법 위반,교차로,교차로내,_,승합차_,_,이륜차_,126.6526954,37.4258872,,0.0,없음,20190331
2017,2017-10-24 16:00,주간,화,1,1.0,0,0,0,인천,남구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_화물차,_화물차,_보행자,_보행자,126.6825184,37.43655291,45.0,,없음,20190331
2023,2023-11-18 3:00,야,토,1,,0,0,0,인천,미추홀구,차대사람,기타,기타,,_기타,단일로,기타단일로,_,승용차_,_,보행자_,126.6847453,37.44800644,,0.0,있음,20190331
2023,2023-11-18 3:00,야,토,1,,0,0,0,인천,미추홀구,차대사람,기타,기타,,_기타,단일로,기타단일로,_,승용차_,_,보행자_,126.6847453,37.44800644,,0.0,없음,20190331
2018,2018-12-07 5:34,야,금,1,1.0,0,0,0,인천,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,화물차_,화물차_,보행자_,보행자_,126.6449751,37.46570728,,,없음,20190331
2020,2020-09-29 13,주,화,1,,0,1,0,인천,미추홀구,차대차,정면충돌,정면충돌,,_신호위반,교차로,교차로내,_,승합차_,_,이륜차_,126.6457414,37.46692963,,1.0,없음,20190331
2021,2021-02-25 4:00,야,목,1,,0,0,0,인천,미추홀구,차대차,측면충돌,측면충돌,,_중앙선 침범,단일로,기타단일로,_,원동기장치자전거_,_,승용차_,126.6867003,37.46373945,,0.0,있음,20190331
2022,2022-12-11 18:00,야,일,1,,0,0,0,인천,미추홀구,차대차,정면충돌,정면충돌,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,이륜차_,126.6839105,37.46656848,,0.0,있음,20190331
2023,2023-11-16 18:00,야,목,1,,0,0,0,인천,미추홀구,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로내,_,화물차_,_,보행자_,126.6866849,37.46516348,,0.0,있음,20190331
2016,2016-05-30 4:00,야간,월,1,1.0,0,0,0,인천,남동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_승용차,_대형,_보행자,_보행자,126.7041698,37.44995958,50.0,,있음,20190331
2017,2017-12-22 0:00,야간,금,1,1.0,0,0,0,인천,남동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_승용차,_승용차,_보행자,_보행자,126.7030982,37.44547264,40.0,,있음,20190331
2020,2020-09-24 19,야,목,1,,0,0,0,인천,남동구,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,화물차_,_,보행자_,126.7024422,37.44763145,,0.0,있음,20190331
2017,2017-11-15 17:00,주간,수,1,1.0,0,0,0,인천,서구,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해_,교차로,교차로내,_승용차,_승용차,_자전거,_자전거,126.6549432,37.55852679,40.0,,있음,20190331
2017,2017-04-12 15:00,주간,수,1,2.0,1,0,0,경기,파주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_없음,_없음,126.7957608,37.75840921,0.0,,있음,20231229
2020,2020-09-29 03,야,화,1,,0,0,0,경기,파주시,차대사람,차도통행중,차도통행중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,126.7956502,37.76169833,,0.0,있음,20231229
2020,2020-02-27 06,주,목,1,,0,0,0,경기,양주시,차대사람,차도통행중,차도통행중,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,보행자_,127.0040274,37.87162871,,0.0,없음,20231226
2015,2015-04-20 21:18,야,월,1,1.0,0,0,0,경기,수원시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,자전거_,자전거_,없음_,없음_,127.00514,37.28838161,,,없음,20231208
2020,2020-01-23 09,주,목,1,,0,1,0,경기,수원시,차대차,측면충돌,측면충돌,,_교차로 통행방법 위반,교차로,교차로내,_,이륜차_,_,승용차_,127.0042093,37.28924304,,1.0,없음,20231208
2017,2017-10-23 18:00,야간,월,1,1.0,0,0,0,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,127.1743525,37.34092428,10.0,,없음,20231129
2020,2020-06-07 12,주,일,1,,0,0,0,경기,용인시,차량단독,공작물충돌,공작물충돌,,_안전운전 의무 불이행,단일로,기타단일로,_,화물차_,_,없음_,127.1996037,37.19417124,,0.0,없음,20231129
2023,2023-06-02 4:00,야,금,1,,0,1,0,경기,용인시,차대차,기타,기타,,_안전운전 의무 불이행,기타,기타,_,화물차_,_,화물차_,127.1999699,37.1955964,,1.0,없음,20231129
2015,2015-12-26 12:20,주,토,1,2.0,0,1,0,경기,포천시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승용차_,경형_,없음_,없음_,127.2155475,37.82329846,,,있음,20230803
2019,2019-02-14 10,주,목,1,,0,0,0,경기,김포시,차대차,기타,기타,,_안전운전 의무 불이행,교차로,교차로부근,_,승용차_,_,화물차_,126.5876295,37.6497893,,0.0,있음,20230713
2021,2021-11-12 6:00,주,금,1,,0,0,0,경기,용인시,차대사람,차도통행중,차도통행중,,_안전운전 의무 불이행,단일로,기타단일로,_,화물차_,_,보행자_,127.1685446,37.2417908,,0.0,없음,20230627
2015,2015-12-30 21:20,야,수,1,2.0,0,1,0,경기,용인시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,화물차_,대형_,화물차_,대형_,127.202795,37.17914375,,,없음,20230627
2021,2021-11-06 7:00,주,토,1,,0,0,0,경기,용인시,차량단독,기타,기타,,_안전운전 의무 불이행,단일로,기타단일로,_,이륜차_,_,없음_,127.0779361,37.31538979,,0.0,있음,20230627
2023,2023-08-24 8:00,주,목,1,,0,0,1,경기,용인시,차대사람,기타,기타,,_안전운전 의무 불이행,기타,기타,_,개인형이동장치(PM)_,_,보행자_,127.0768427,37.31516054,,1.0,있음,20230627
2015,2015-10-11 21:15,야,일,1,1.0,0,0,0,경기,용인시,차량단독,공작물충돌,공작물충돌,운전자법규위반,중앙선 침범_,단일로,기타단일로,승용차_,중형_,없음_,없음_,127.2440522,37.22824969,,,없음,20230320
2019,2019-11-05 08,주,화,1,,0,0,0,경기,용인시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,보행자_,127.2454235,37.22940644,,0.0,없음,20230320
2018,2018-05-19 5:50,야,토,1,1.0,0,0,0,경기,수원시,차대차,기타,기타,운전자법규위반,기타(운전자법규위반)_,기타,기타,승용차_,승용차_,승용차_,승용차_,127.0089122,37.28426895,,,없음,20221208
2023,2023-02-10 19:00,야,금,1,,0,0,0,경기,수원시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로내,_,승용차_,_,보행자_,127.0115479,37.2848928,,0.0,없음,20221208
2016,2016-08-13 22:00,야간,토,1,1.0,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,과속_,교차로,교차로부근,_승용차,_중형,_보행자,_보행자,126.9821208,37.25119986,50.0,,없음,20221208
2019,2019-03-13 06,주,수,1,,0,0,0,경기,수원시,차대사람,횡단중,횡단중,,_과속,교차로,교차로부근,_,화물차_,_,보행자_,126.9812849,37.25107541,,0.0,없음,20221208
2016,2016-08-22 18:00,야간,월,1,2.0,0,1,0,경기,양주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_원동기장치자전거,_원동기장치자전거,_화물차,_소형,126.9624091,37.90349618,10.0,,없음,20221130
2023,2023-06-01 22:00,야,목,1,,0,0,0,경기,파주시,차량단독,전도,전도,,_안전운전 의무 불이행,단일로,기타단일로,_,이륜차_,_,없음_,126.6956158,37.7976328,,0.0,없음,20221025
2015,2015-10-31 9:50,주,토,1,4.0,3,0,0,경기,파주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범_,단일로,기타단일로,승용차_,대형_,건설기계_,건설기계_,126.9880984,37.99301859,,,없음,20221025
2023,2023-11-12 11:00,주,일,1,,0,0,0,경기,용인시,차량단독,전도,전도,,_안전운전 의무 불이행,단일로,기타단일로,_,이륜차_,_,없음_,127.1509687,37.27080143,,0.0,없음,20220929
2019,2019-07-17 21,야,수,1,,0,0,0,경기,김포시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로부근,_,승용차_,_,보행자_,126.5369672,37.72454644,,0.0,있음,20220824
2015,2015-07-20 22:12,야,월,1,1.0,0,0,0,경기,고양시,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반_,단일로,횡단보도상,승합차_,대형_,보행자_,보행자_,126.7704684,37.68426647,,,있음,20220707
2016,2016-03-16 20:00,야간,수,1,1.0,0,0,0,경기,파주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_중형,_보행자,_보행자,126.8294985,37.77246814,30.0,,있음,20220321
2020,2020-09-28 11,주,월,1,,0,0,0,경기,파주시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,화물차_,_,보행자_,126.833666,37.77369052,,0.0,있음,20220321
2017,2017-07-08 22:00,야간,토,1,1.0,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_승용차,_승용차,_보행자,_보행자,127.0271845,37.26850588,5.0,,없음,20220221
2020,2020-08-16 04,야,일,1,,0,0,0,경기,수원시,차대차,측면충돌,측면충돌,,_과속,단일로,기타단일로,_,승용차_,_,이륜차_,127.0277448,37.2708968,,0.0,없음,20220221
2022,2022-04-17 22:00,야,일,1,,0,0,0,경기,수원시,차대사람,횡단중,횡단중,,_기타,단일로,기타단일로,_,승용차_,_,보행자_,127.026308,37.26619481,,0.0,없음,20220221
2018,2018-11-18 3:00,야,일,1,1.0,0,0,0,경기,수원시,차대차,기타,기타,운전자법규위반,안전거리 미확보_,교차로,교차로부근,이륜차_,이륜차_,화물차_,화물차_,126.9998955,37.29497576,,,있음,20220221
2016,2016-04-13 15:00,주간,수,1,1.0,0,0,0,경기,파주시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반_,교차로,교차로내,_승합차,_대형,_원동기장치자전거,_원동기장치자전거,126.8393514,37.92185093,15.0,,있음,20220203
2015,2015-11-06 21:14,야,금,1,1.0,0,0,0,경기,가평군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,승합차_,중형_,보행자_,보행자_,127.4223093,37.74054135,,,없음,20210930
2021,2021-02-21 19:00,야,일,1,,0,0,0,경기,가평군,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로횡단보도내,_,승용차_,_,보행자_,127.4221845,37.74046915,,0.0,없음,20210930
2018,2018-10-15 17:50,주,월,1,2.0,0,1,0,경기,시흥시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범_,교차로,교차로부근,승용차_,승용차_,승용차_,승용차_,126.7850174,37.40592217,,,없음,20210916
2016,2016-03-22 15:00,주간,화,1,1.0,0,0,0,경기,화성시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_이륜차,_소형,_,_,126.9194421,37.0709074,30.0,,있음,20210711
2020,2020-09-23 14,주,수,1,,0,0,0,경기,화성시,차대사람,차도통행중,차도통행중,,_안전운전 의무 불이행,단일로,교량위,_,화물차_,_,보행자_,126.9220217,37.14893735,,0.0,없음,20210711
2018,2018-03-25 13:00,주,일,1,1.0,0,0,0,경기,화성시,차량단독,전복,전복,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,농기계_,농기계_,없음_,없음_,126.7178254,37.24878444,,,있음,20210711
2015,2015-01-04 15:17,주,일,1,1.0,0,0,0,경기,성남시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,승합차_,소형_,보행자_,보행자_,127.1656078,37.4390601,,,없음,20210423
2015,2015-01-08 6:14,주,목,1,1.0,0,0,0,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,승합차_,중형_,보행자_,보행자_,127.1659955,37.43829503,,,없음,20210423
2017,2017-11-05 18:00,야간,일,1,1.0,0,0,0,경기,고양시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_승용차,_승용차,_보행자,_보행자,126.8456986,37.62309308,55.0,,있음,20210423
2015,2015-03-28 5:30,야,토,1,1.0,0,0,0,경기,고양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,횡단보도상,승용차_,대형_,보행자_,보행자_,126.7613421,37.67020314,,,있음,20210422
2020,2020-09-12 23,야,토,1,,0,0,0,경기,고양시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,126.7629699,37.66957338,,0.0,있음,20210422
2023,2023-07-06 0:00,야,목,1,,0,0,0,경기,고양시,차량단독,기타,기타,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,없음_,126.7621406,37.66973044,,0.0,있음,20210422
2023,2023-09-17 5:00,야,일,3,,1,0,0,경기,고양시,차대차,기타,기타,,_중앙선 침범,단일로,기타단일로,_,승용차_,_,승합차_,126.7593943,37.66995658,,1.0,있음,20210422
2015,2015-11-25 19:50,야,수,1,1.0,0,0,0,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,기타/불명,기타/불명,승용차_,중형_,보행자_,보행자_,127.1323401,37.43430121,,,없음,20210414
2016,2016-11-29 5:00,야간,화,1,1.0,0,0,0,경기,성남시,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반_,교차로,교차로내,_승합차,_대형,_자전거,_자전거,127.1309325,37.43319715,0.0,,없음,20210414
2017,2017-01-18 6:00,주간,수,1,1.0,0,0,0,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승합차,_승합차,_보행자,_보행자,127.1309629,37.42932135,50.0,,없음,20210414
2022,2022-08-11 0:00,야,목,1,,0,0,0,경기,성남시,차대사람,기타,기타,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,127.1291067,37.43211881,,0.0,없음,20210414
2023,2023-12-11 4:00,야,월,1,,0,0,0,경기,성남시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,보행자_,127.129456,37.43004674,,0.0,없음,20210414
2017,2017-01-30 20:00,야간,월,1,1.0,0,0,0,경기,양주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_승용차,_승용차,_보행자,_보행자,127.0426427,37.82516951,30.0,,없음,20210317
2020,2020-10-06 11,주,화,1,,0,0,0,경기,양주시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,건설기계_,_,보행자_,127.0425039,37.82555652,,0.0,없음,20210317
2015,2015-03-08 0:23,야,일,1,1.0,0,0,0,경기,가평군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,교량위,화물차_,소형_,보행자_,보행자_,127.353981,37.8220282,,,없음,20210218
2018,2018-06-25 11:30,주,월,1,1.0,0,0,0,경기,가평군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,원동기장치자전거_,원동기장치자전거_,화물차_,화물차_,127.3496756,37.8215541,,,없음,20210218
2015,2015-06-21 20:55,야,일,1,3.0,0,2,0,경기,가평군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,화물차_,소형_,화물차_,소형_,127.5115611,37.85735954,,,없음,20210218
2015,2015-10-21 11:45,주,수,1,1.0,0,0,0,경기,평택시,차대차,기타,기타,운전자법규위반,안전거리 미확보_,단일로,기타단일로,승용차_,중형_,원동기장치자전거_,원동기장치자전거_,127.0536715,37.07620289,,,없음,20210210
2017,2017-11-21 22:00,야간,화,1,1.0,0,0,0,경기,평택시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_승용차,_승용차,_보행자,_보행자,127.0581791,37.07683274,50.0,,없음,20210210
2022,2022-02-08 19:00,야,화,1,,0,0,0,경기,평택시,차대차,측면충돌,측면충돌,,_안전운전 의무 불이행,교차로,교차로내,_,화물차_,_,승용차_,127.0545136,37.07649452,,0.0,없음,20210210
2015,2015-08-28 15:00,주,금,1,1.0,0,0,0,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,횡단보도부근,승용차_,중형_,보행자_,보행자_,127.057255,37.057497,,,없음,20210206
2016,2016-09-30 10:00,주간,금,1,1.0,0,0,0,경기,안성시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_승용차,_소형,_보행자,_보행자,127.2685417,37.00467501,25.0,,없음,20210205
2016,2016-05-16 21:00,야간,월,1,1.0,0,0,0,경기,안성시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_자전거,_자전거,_승용차,_경형,127.2708587,37.00415667,10.0,,없음,20210205
2017,2017-02-08 19:00,야간,수,1,1.0,0,0,0,경기,안성시,차대차,후진중충돌,후진중충돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_승용차,_승용차,127.2679467,37.00444849,20.0,,없음,20210205
2021,2021-05-29 21:00,야,토,1,,0,0,0,경기,안성시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,보행자_,127.270555,37.00423721,,0.0,없음,20210205
2020,2020-12-07 15,주,월,1,,0,0,0,경기,안성시,차량단독,공작물충돌,공작물충돌,,_안전운전 의무 불이행,단일로,기타단일로,_,건설기계_,_,없음_,127.3154853,36.94601007,,0.0,있음,20210205
2022,2022-08-13 13:00,주,토,1,,0,1,0,경기,수원시,차대차,기타,기타,,_안전운전 의무 불이행,교차로,교차로내,_,화물차_,_,이륜차_,127.0177606,37.28892946,,1.0,없음,20210204
2020,2020-01-11 20,야,토,1,,0,0,0,경기,이천시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로부근,_,승용차_,_,보행자_,127.4330835,37.28082483,,0.0,있음,20210203
2020,2020-12-26 13,주,토,2,,0,0,0,경기,이천시,차량단독,공작물충돌,공작물충돌,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,없음_,127.4342024,37.27843675,,0.0,있음,20210203
2023,2023-08-26 9:00,주,토,1,,0,0,0,경기,이천시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,127.433569,37.28032934,,0.0,있음,20210203
2015,2015-02-08 12:20,주,일,1,3.0,0,2,0,경기,성남시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승용차_,소형_,승용차_,중형_,127.1030914,37.37553609,,,없음,20210203
2017,2017-12-29 20:00,야간,금,1,2.0,0,0,1,경기,가평군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_승용차,_승용차,_없음,_없음,127.4864137,37.68040209,10.0,,없음,20201231
2016,2016-09-16 3:00,야간,금,1,1.0,0,0,0,경기,과천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_경형,_보행자,_보행자,127.0014756,37.42975656,28.0,,있음,20201225
2020,2020-03-23 16,주,월,1,,0,0,0,경기,과천시,차대사람,기타,기타,,_기타,기타,기타,_,자전거_,_,보행자_,127.0015673,37.42956765,,0.0,있음,20201225
2020,2020-04-03 09,주,금,1,,0,2,0,경기,과천시,차대차,추돌,추돌,,_안전운전 의무 불이행,단일로,기타단일로,_,화물차_,_,화물차_,127.0013876,37.42939564,,2.0,있음,20201225
2022,2022-12-17 14:00,주,토,1,,0,0,0,경기,과천시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,단일로,기타단일로,_,승용차_,_,보행자_,127.0021786,37.42942602,,0.0,있음,20201225
2018,2018-03-02 19:25,야,금,1,1.0,0,0,0,경기,광주시,차대차,기타,기타,운전자법규위반,신호위반_,교차로,교차로부근,이륜차_,이륜차_,승합차_,승합차_,127.2562647,37.41918114,,,있음,20201216
2019,2019-01-02 10,주,수,1,,0,0,0,경기,광주시,차대차,측면충돌,측면충돌,,_중앙선 침범,교차로,교차로부근,_,자전거_,_,승용차_,127.2568148,37.41679362,,0.0,있음,20201216
2018,2018-03-02 19:25,야,금,1,1.0,0,0,0,경기,광주시,차대차,기타,기타,운전자법규위반,신호위반_,교차로,교차로부근,이륜차_,이륜차_,승합차_,승합차_,127.2562647,37.41918114,,,없음,20201216
2019,2019-01-02 10,주,수,1,,0,0,0,경기,광주시,차대차,측면충돌,측면충돌,,_중앙선 침범,교차로,교차로부근,_,자전거_,_,승용차_,127.2568148,37.41679362,,0.0,없음,20201216
2020,2020-03-18 09,주,수,1,,0,0,0,경기,광주시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,건설기계_,_,보행자_,127.2338666,37.37095407,,0.0,없음,20201215
2022,2022-03-29 5:00,야,화,1,,1,0,0,경기,광주시,차대차,추돌,추돌,,_안전운전 의무 불이행,단일로,기타단일로,_,화물차_,_,화물차_,127.2336788,37.36976382,,1.0,없음,20201215
2015,2015-03-10 10:08,주,화,1,1.0,0,0,0,경기,광주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승합차_,중형_,보행자_,보행자_,127.2952875,37.415226,,,없음,20201215
2016,2016-12-15 14:00,주간,목,1,1.0,0,0,0,경기,부천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_화물차,_소형,_승합차,_대형,126.8143484,37.47051604,7.0,,있음,20200825
2017,2017-09-11 4:00,야간,월,1,1.0,0,0,0,경기,부천시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_없음,_없음,126.8154024,37.47273948,47.0,,있음,20200825
2021,2021-08-14 2:00,야,토,1,,0,0,0,경기,부천시,차대사람,기타,기타,,_안전운전 의무 불이행,기타,기타,_,승용차_,_,보행자_,126.8171137,37.4710999,,0.0,있음,20200825
2015,2015-04-26 23:42,야,일,1,1.0,0,0,0,경기,수원시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반_,교차로,교차로내,이륜차_,소형_,화물차_,소형_,127.0183358,37.28188293,,,있음,20200131
2016,2016-07-16 21:00,야간,토,1,1.0,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,기타/불명,기타/불명,_승용차,_소형,_보행자,_보행자,127.0164853,37.28194749,1.0,,있음,20200131
2016,2016-10-10 8:00,주간,월,1,1.0,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,교차로,교차로내,_화물차,_소형,_보행자,_보행자,127.0182598,37.28318062,40.0,,있음,20200131
